Student_ID,Name,Gender,Age,Department,Study_Hours,Attendance,Math_Score,Reading_Score,Writing_Score
S0745,Arjun,Female,20,Civil,5.4,62.0,56.0,56.0,56.0
S0746,Deb,Male,23,ECE,7.6,93.0,94.0,66.0,50.0
S0747,Tanya,Male,21,ME,1.1,100.0,76.0,49.0,66.0
S0748,Sneha,Female,18,ME,8.0,90.0,46.0,70.0,61.0
S0749,Amit,Female,23,Civil,7.8,58.0,68.0,42.0,55.0
S0750,Moumita,Male,24,IT,5.2,93.0,74.0,42.0,73.0
S0751,Riya,Female,19,ECE,7.5,78.0,51.0,87.0,81.0
S0752,Deb,Female,19,ME,5.4,99.0,56.0,45.0,45.0
S0753,Kunal,Male,18,Civil,5.7,99.0,50.0,79.0,58.0
S0754,Nisha,Male,24,IT,5.6,76.0,89.0,46.0,90.0
S0755,Sourav,Male,24,IT,5.0,92.0,74.0,45.0,88.0
S0756,Vikram,Female,19,ECE,5.4,83.0,56.0,87.0,53.0
S0757,Sneha,Male,20,ME,6.3,66.0,40.0,83.0,50.0
S0758,Deb,Male,24,ME,2.9,96.0,43.0,92.0,94.0
S0759,Kunal,Male,24,Civil,5.9,98.0,86.0,67.0,95.0
S0760,Riya,Female,23,ME,2.2,56.0,46.0,75.0,71.0
S0761,Deb,Female,24,CSE,5.0,56.0,91.0,48.0,64.0
S0762,Kunal,Male,18,Civil,6.4,65.0,51.0,96.0,45.0
S0763,Riya,Female,21,ME,3.5,62.0,74.0,62.0,70.0
S0764,Ananya,Female,20,CSE,2.8,78.0,41.0,81.0,42.0
S0765,Moumita,Female,20,IT,4.9,65.0,41.0,86.0,39.0
S0766,Abhishek,Female,19,CSE,2.0,70.0,58.0,91.0,47.0
S0767,Sayan,Male,21,Civil,6.9,58.0,97.0,86.0,43.0
S0768,Aarav,Male,20,ME,3.4,90.0,81.0,84.0,78.0
S0769,Vikram,Female,23,ECE,4.6,85.0,98.0,72.0,43.0
S0770,Puja,Female,19,CSE,1.4,77.0,53.0,97.0,75.0
S0771,Aarav,Male,24,CSE,1.6,96.0,96.0,56.0,89.0
S0772,Ananya,Female,18,ME,5.4,68.0,67.0,95.0,90.0
S0773,Ananya,Male,24,ECE,5.8,99.0,48.0,65.0,94.0
S0774,Riya,Female,22,ME,4.2,70.0,82.0,77.0,62.0
S0775,Deb,Male,21,Civil,6.7,81.0,69.0,88.0,61.0
S0776,Neha,Male,20,Civil,3.7,63.0,45.0,50.0,93.0
S0777,Deb,Female,18,CSE,3.9,88.0,86.0,62.0,57.0
S0778,Arjun,Female,20,CSE,7.8,72.0,76.0,95.0,95.0
S0779,Ishita,Male,18,ECE,6.4,81.0,79.0,50.0,70.0
S0780,Deb,Male,20,CSE,4.8,97.0,65.0,43.0,47.0
S0781,Riya,Male,24,ECE,7.1,63.0,93.0,63.0,41.0
S0782,Riya,Male,21,CSE,4.8,84.0,52.0,93.0,65.0
S0783,Rohan,Male,24,IT,5.1,65.0,84.0,87.0,70.0
S0784,Sourav,Male,21,ECE,2.8,82.0,50.0,64.0,49.0
S0785,Ananya,Male,23,ECE,4.3,59.0,57.0,96.0,76.0
S0786,Ananya,Male,23,CSE,7.3,88.0,54.0,51.0,56.0
S0787,Nisha,Female,21,IT,3.5,82.0,63.0,81.0,91.0
S0788,Abhishek,Female,20,CSE,4.5,58.0,59.0,45.0,90.0
S0789,Ananya,Female,22,ECE,2.5,83.0,54.0,49.0,40.0
S0790,Pallavi,Female,20,Civil,4.2,58.0,50.0,91.0,39.0
S0791,Abhishek,Female,19,Civil,3.4,64.0,95.0,83.0,58.0
S0792,Priya,Male,23,Civil,2.0,62.0,41.0,55.0,56.0
S0793,Puja,Male,19,ECE,4.9,56.0,69.0,84.0,39.0
S0794,Kunal,Female,21,ECE,1.3,81.0,93.0,76.0,52.0
S0795,Diya,Female,20,CSE,2.8,70.0,87.0,85.0,87.0
S0796,Aditya,Male,21,CSE,1.9,100.0,66.0,71.0,53.0
S0797,Aarav,Female,22,Civil,3.3,77.0,68.0,60.0,77.0
S0798,Ananya,Female,24,Civil,6.6,86.0,78.0,86.0,96.0
S0799,Aditya,Female,19,ECE,1.3,69.0,76.0,49.0,80.0
S0800,Rohan,Male,20,IT,4.1,77.0,65.0,43.0,69.0
S0801,Nisha,Female,20,CSE,4.5,58.0,44.0,51.0,66.0
S0802,Moumita,Male,20,IT,6.7,73.0,47.0,67.0,63.0
S0803,Riya,Male,23,Civil,6.7,94.0,44.0,53.0,93.0
S0804,Aditya,Male,18,ME,7.8,65.0,85.0,96.0,53.0
S0805,Ishita,Male,21,ME,8.0,92.0,78.0,68.0,84.0
S0806,Amit,Male,19,ME,3.4,57.0,95.0,93.0,63.0
S0807,Priya,Male,19,CSE,4.1,73.0,46.0,70.0,50.0
S0808,Sourav,Male,24,CSE,3.3,81.0,48.0,89.0,51.0
S0809,Kunal,Female,21,ME,3.8,78.0,44.0,84.0,76.0
S0810,Moumita,Male,23,ECE,4.4,99.0,93.0,84.0,40.0
S0811,Ishita,Male,22,ME,6.6,79.0,66.0,67.0,52.0
S0812,Tanya,Female,24,ME,6.6,92.0,98.0,88.0,89.0
S0813,Vikram,Male,21,CSE,3.1,85.0,58.0,92.0,88.0
S0814,Priya,Male,20,CSE,4.6,97.0,76.0,91.0,80.0
S0815,Puja,Male,24,ECE,3.9,95.0,96.0,71.0,82.0
S0816,Pallavi,Male,24,ME,6.9,78.0,92.0,97.0,40.0
S0817,Moumita,Female,20,IT,1.3,81.0,57.0,64.0,87.0
S0818,Nisha,Male,19,Civil,7.6,64.0,97.0,63.0,71.0
S0819,Sayan,Female,20,ECE,2.5,76.0,49.0,53.0,65.0
S0820,Abhishek,Male,23,ECE,6.8,76.0,84.0,49.0,76.0
S0821,Kunal,Female,20,ECE,5.9,65.0,41.0,60.0,88.0
S0822,Vikram,Female,19,ME,1.9,89.0,52.0,43.0,96.0
S0823,Moumita,Male,19,ME,4.1,55.0,68.0,54.0,88.0
S0824,Aditya,Female,21,CSE,6.3,79.0,93.0,93.0,63.0
S0825,Sneha,Female,23,Civil,7.3,68.0,94.0,56.0,89.0
S0826,Neha,Male,19,ECE,1.0,86.0,81.0,58.0,93.0
S0827,Kunal,Male,18,Civil,6.4,84.0,76.0,54.0,44.0
S0828,Amit,Female,18,ME,5.3,62.0,68.0,90.0,58.0
S0829,Tanya,Male,23,IT,1.1,77.0,44.0,82.0,90.0
S0830,Priya,Male,20,ECE,6.5,88.0,51.0,66.0,88.0
S0831,Priya,Male,23,ME,2.9,100.0,71.0,55.0,60.0
S0832,Tanya,Male,22,ECE,3.2,68.0,87.0,51.0,61.0
S0833,Ananya,Male,21,ME,5.9,85.0,49.0,96.0,78.0
S0834,Riya,Male,20,ME,2.0,77.0,48.0,58.0,44.0
S0835,Sourav,Female,22,Civil,3.4,89.0,69.0,60.0,76.0
S0836,Sneha,Male,24,CSE,7.6,59.0,77.0,97.0,80.0
S0837,Kunal,Female,19,IT,2.1,77.0,84.0,77.0,96.0
S0838,Ishita,Male,23,ME,7.0,93.0,93.0,61.0,89.0
S0839,Ananya,Female,18,Civil,5.9,97.0,43.0,69.0,49.0
S0840,Ananya,Female,20,ECE,2.8,89.0,62.0,57.0,73.0
S0841,Vikram,Female,23,ME,6.9,68.0,95.0,61.0,76.0
S0842,Riya,Female,19,ME,3.5,96.0,54.0,65.0,91.0
S0843,Pallavi,Male,24,CSE,5.7,100.0,65.0,86.0,55.0
S0844,Sourav,Female,24,ME,2.4,69.0,72.0,69.0,55.0
S0845,Amit,Male,18,ME,7.7,93.0,47.0,62.0,86.0
S0846,Aditya,Male,18,ME,3.2,85.0,64.0,81.0,86.0
S0847,Rahul,Female,18,IT,3.3,98.0,62.0,88.0,83.0
S0848,Ishita,Female,20,ME,1.4,76.0,54.0,55.0,79.0
S0849,Rohan,Female,20,CSE,1.5,89.0,81.0,49.0,84.0
S0850,Rohan,Male,19,ME,2.0,87.0,76.0,60.0,76.0
S0851,Amit,Male,22,CSE,4.4,96.0,47.0,48.0,81.0
S0852,Abhishek,Female,18,IT,6.5,87.0,51.0,71.0,73.0
S0853,Tanya,Female,19,Civil,3.2,67.0,94.0,55.0,61.0
S0854,Ishita,Male,21,ME,4.2,98.0,58.0,43.0,68.0
S0855,Abhishek,Male,19,ECE,1.6,99.0,92.0,56.0,82.0
S0856,Amit,Male,19,Civil,6.1,65.0,82.0,52.0,89.0
S0857,Amit,Male,19,Civil,1.2,82.0,44.0,71.0,94.0
S0858,Arjun,Male,19,ME,2.7,84.0,79.0,70.0,47.0
S0859,Rahul,Female,24,CSE,5.2,68.0,97.0,56.0,47.0
S0860,Rahul,Female,19,Civil,2.3,62.0,62.0,79.0,43.0
S0861,Puja,Male,20,CSE,6.2,92.0,52.0,54.0,51.0
S0862,Kunal,Male,21,ME,3.9,56.0,59.0,42.0,59.0
S0863,Deb,Female,21,CSE,3.1,67.0,86.0,97.0,80.0
S0864,Aarav,Female,19,Civil,1.5,98.0,95.0,81.0,43.0
S0865,Nisha,Female,24,Civil,5.3,78.0,46.0,44.0,75.0
S0866,Nisha,Female,20,ME,4.7,73.0,42.0,95.0,43.0
S0867,Diya,Female,18,ME,5.8,84.0,90.0,51.0,66.0
S0868,Amit,Female,20,CSE,3.8,62.0,41.0,58.0,73.0
S0869,Vikram,Female,24,CSE,7.3,97.0,56.0,55.0,49.0
S0870,Tanya,Female,22,Civil,5.1,75.0,86.0,75.0,70.0
S0871,Sourav,Female,20,IT,3.2,96.0,49.0,97.0,67.0
S0872,Pallavi,Male,24,IT,7.8,83.0,86.0,81.0,91.0
S0873,Arjun,Female,19,ME,3.2,98.0,80.0,80.0,96.0
S0874,Aditya,Male,23,CSE,7.3,87.0,71.0,78.0,62.0
S0875,Rohan,Female,19,CSE,7.6,81.0,48.0,71.0,45.0
S0876,Neha,Male,20,IT,7.2,91.0,62.0,52.0,91.0
S0877,Rohan,Male,21,Civil,3.5,67.0,65.0,96.0,86.0
S0878,Ishita,Male,19,ME,7.8,72.0,78.0,48.0,59.0
S0879,Rahul,Male,20,IT,4.0,86.0,86.0,69.0,72.0
S0880,Ishita,Male,19,Civil,7.9,92.0,42.0,64.0,57.0
S0881,Diya,Male,24,CSE,2.6,78.0,65.0,58.0,53.0
S0882,Sneha,Female,21,ME,4.0,97.0,90.0,85.0,43.0
S0883,Neha,Male,18,CSE,1.8,91.0,90.0,81.0,49.0
S0884,Amit,Male,21,CSE,4.5,59.0,45.0,79.0,52.0
S0885,Ishita,Female,21,Civil,7.5,89.0,43.0,56.0,55.0
S0886,Riya,Female,19,Civil,4.1,98.0,72.0,60.0,93.0
S0887,Diya,Male,22,Civil,1.5,91.0,70.0,71.0,42.0
S0888,Rahul,Male,20,ME,5.9,67.0,43.0,49.0,56.0
S0889,Arjun,Male,23,IT,3.9,64.0,62.0,53.0,61.0
S0890,Tanya,Male,22,IT,2.5,80.0,92.0,70.0,44.0
S0891,Kunal,Male,21,IT,7.1,68.0,61.0,58.0,88.0
S0892,Tanya,Male,18,IT,4.5,100.0,95.0,90.0,83.0
S0893,Pallavi,Male,18,CSE,3.9,88.0,85.0,89.0,51.0
S0894,Rohan,Male,24,ME,2.1,88.0,72.0,72.0,83.0
S0895,Rohan,Female,23,CSE,3.4,61.0,46.0,82.0,56.0
S0896,Nisha,Female,19,ECE,3.3,99.0,65.0,79.0,80.0
S0897,Ananya,Female,23,IT,1.8,64.0,94.0,48.0,84.0
S0898,Nisha,Male,21,Civil,2.7,61.0,80.0,73.0,65.0
S0899,Rohan,Male,24,CSE,1.9,89.0,92.0,60.0,82.0
S0900,Abhishek,Female,24,CSE,7.9,98.0,57.0,64.0,78.0
S0901,Priya,Male,24,IT,4.5,70.0,83.0,90.0,78.0
S0902,Deb,Female,22,ECE,1.6,66.0,40.0,57.0,42.0
S0903,Nisha,Female,23,IT,3.6,62.0,45.0,42.0,84.0
S0904,Sayan,Female,19,CSE,1.9,78.0,79.0,71.0,70.0
S0905,Puja,Female,22,Civil,7.2,62.0,40.0,91.0,44.0
S0906,Sourav,Female,21,CSE,1.8,89.0,42.0,94.0,63.0
S0907,Sourav,Male,19,Civil,4.8,80.0,96.0,64.0,70.0
S0908,Deb,Female,18,ME,1.3,77.0,47.0,48.0,51.0
S0909,Neha,Male,24,IT,5.0,67.0,43.0,88.0,81.0
S0910,Tanya,Female,20,ME,7.7,59.0,47.0,83.0,43.0
S0911,Neha,Female,21,Civil,5.9,80.0,50.0,70.0,96.0
S0912,Riya,Male,18,IT,6.4,64.0,82.0,64.0,40.0
S0913,Deb,Male,24,Civil,5.9,70.0,48.0,70.0,59.0
S0914,Priya,Female,18,ECE,5.4,81.0,88.0,47.0,49.0
S0915,Riya,Male,22,ME,3.4,70.0,52.0,79.0,72.0
S0916,Moumita,Female,23,IT,2.3,55.0,75.0,64.0,51.0
S0917,Amit,Female,21,ECE,4.8,79.0,98.0,50.0,39.0
S0918,Riya,Male,19,Civil,6.1,88.0,67.0,97.0,72.0
S0919,Rohan,Female,18,CSE,3.5,90.0,50.0,44.0,59.0
S0920,Amit,Female,18,ME,7.7,86.0,71.0,89.0,53.0
S0921,Tanya,Female,20,ME,3.1,59.0,89.0,70.0,39.0
S0922,Rahul,Female,18,ECE,4.6,67.0,86.0,53.0,55.0
S0923,Nisha,Female,19,CSE,5.3,69.0,92.0,52.0,81.0
S0924,Pallavi,Female,20,ECE,1.6,89.0,59.0,95.0,78.0
S0925,Ishita,Female,21,CSE,6.5,75.0,82.0,58.0,62.0
S0926,Ishita,Male,21,ME,3.7,85.0,80.0,73.0,72.0
S0927,Rohan,Female,22,IT,7.1,73.0,85.0,63.0,93.0
S0928,Amit,Female,19,ME,2.4,83.0,71.0,81.0,81.0
S0929,Vikram,Male,23,CSE,5.9,71.0,49.0,86.0,88.0
S0930,Diya,Male,19,CSE,6.9,95.0,85.0,82.0,86.0
S0931,Moumita,Male,18,ME,1.7,78.0,49.0,61.0,44.0
S0932,Moumita,Female,22,CSE,7.7,99.0,84.0,61.0,48.0
S0933,Ishita,Male,18,IT,3.7,64.0,92.0,43.0,85.0
S0934,Vikram,Female,20,IT,2.7,91.0,94.0,74.0,94.0
S0935,Neha,Female,24,ECE,7.6,75.0,80.0,64.0,46.0
S0936,Sayan,Male,18,Civil,7.6,60.0,92.0,85.0,51.0
S0937,Ananya,Female,24,CSE,3.8,64.0,66.0,51.0,82.0
S0938,Rohan,Male,20,IT,3.5,65.0,78.0,96.0,66.0
S0939,Pallavi,Female,23,IT,4.3,67.0,90.0,93.0,46.0
S0940,Rohan,Female,19,IT,2.8,73.0,54.0,57.0,54.0
S0941,Aarav,Female,20,CSE,4.8,63.0,65.0,96.0,64.0
S0942,Neha,Male,19,ECE,5.8,90.0,69.0,96.0,48.0
S0943,Rohan,Female,23,ECE,7.4,89.0,76.0,61.0,52.0
S0944,Amit,Female,24,IT,1.9,96.0,69.0,57.0,60.0
S0945,Sourav,Male,18,ME,1.6,65.0,98.0,77.0,77.0
S0946,Deb,Female,21,Civil,6.3,100.0,74.0,50.0,84.0
S0947,Vikram,Male,21,Civil,3.8,61.0,95.0,55.0,61.0
S0948,Nisha,Female,20,Civil,5.5,59.0,68.0,42.0,61.0
S0949,Kunal,Male,18,ECE,2.4,63.0,40.0,71.0,44.0
S0950,Puja,Female,24,Civil,1.2,57.0,49.0,89.0,85.0
S0951,Nisha,Male,23,CSE,4.0,55.0,50.0,67.0,58.0
S0952,Rahul,Male,23,ECE,1.8,81.0,65.0,75.0,56.0
S0953,Abhishek,Male,23,CSE,7.6,68.0,89.0,88.0,90.0
S0954,Rahul,Female,21,Civil,3.3,85.0,92.0,65.0,62.0
S0955,Amit,Female,19,ECE,3.4,88.0,50.0,49.0,40.0
S0956,Kunal,Male,18,Civil,2.8,75.0,44.0,63.0,60.0
S0957,Pallavi,Male,19,ME,1.5,90.0,74.0,87.0,56.0
S0958,Ananya,Female,20,IT,7.2,100.0,47.0,83.0,74.0
S0959,Aditya,Male,21,IT,6.5,83.0,51.0,80.0,96.0
S0960,Rahul,Female,24,CSE,4.0,75.0,50.0,58.0,80.0
S0961,Amit,Female,21,ME,6.3,60.0,55.0,60.0,83.0
S0962,Pallavi,Female,23,ECE,4.0,63.0,62.0,70.0,72.0
S0963,Vikram,Female,19,Civil,1.1,77.0,84.0,97.0,91.0
S0964,Puja,Female,18,CSE,4.7,92.0,40.0,52.0,90.0
S0965,Sayan,Female,19,ECE,7.1,63.0,64.0,51.0,68.0
S0966,Abhishek,Female,22,IT,4.8,77.0,44.0,72.0,42.0
S0967,Rahul,Male,20,ME,7.3,70.0,90.0,44.0,64.0
S0968,Abhishek,Female,23,IT,3.4,57.0,55.0,76.0,49.0
S0969,Moumita,Female,24,Civil,5.2,77.0,58.0,64.0,78.0
S0970,Vikram,Female,21,ECE,5.8,64.0,79.0,51.0,82.0
S0971,Neha,Female,19,IT,4.2,76.0,77.0,46.0,74.0
S0972,Moumita,Male,22,IT,1.0,66.0,58.0,80.0,38.0
S0973,Riya,Male,22,Civil,6.4,68.0,98.0,86.0,93.0
S0974,Deb,Female,24,ME,7.3,97.0,42.0,57.0,50.0
S0975,Ishita,Male,24,ECE,2.4,82.0,92.0,68.0,72.0
S0976,Vikram,Male,19,IT,4.1,94.0,54.0,71.0,77.0
S0977,Ishita,Female,24,Civil,4.5,83.0,46.0,91.0,78.0
S0978,Arjun,Female,22,ECE,7.0,85.0,51.0,78.0,41.0
S0979,Pallavi,Female,19,CSE,2.7,66.0,49.0,49.0,57.0
S0980,Rohan,Female,24,ECE,6.3,61.0,63.0,60.0,62.0
S0981,Neha,Female,18,IT,7.8,77.0,42.0,44.0,48.0
S0982,Sourav,Female,24,Civil,4.3,88.0,88.0,51.0,82.0
S0983,Tanya,Female,19,IT,3.7,96.0,93.0,97.0,61.0
S0984,Rahul,Female,22,Civil,1.1,70.0,41.0,78.0,41.0
S0985,Ananya,Male,20,CSE,3.4,98.0,59.0,60.0,60.0
S0986,Neha,Male,18,ME,7.7,92.0,52.0,90.0,74.0
S0987,Aarav,Female,22,ME,1.4,58.0,77.0,55.0,88.0
S0988,Tanya,Female,23,CSE,1.8,62.0,64.0,79.0,57.0
S0989,Moumita,Female,21,IT,2.5,56.0,80.0,62.0,54.0
S0990,Abhishek,Male,18,CSE,1.9,68.0,91.0,90.0,84.0
S0991,Priya,Female,23,CSE,2.3,96.0,49.0,60.0,58.0
S0992,Vikram,Female,21,ECE,1.3,97.0,71.0,66.0,60.0
S0993,Deb,Female,21,ME,5.5,59.0,59.0,47.0,41.0
S0994,Arjun,Male,23,ECE,7.1,78.0,93.0,85.0,49.0
S0995,Rohan,Female,20,ME,1.5,64.0,92.0,46.0,66.0
S0996,Neha,Female,19,CSE,4.0,70.0,40.0,69.0,39.0
S0997,Sneha,Female,20,IT,2.7,56.0,64.0,95.0,64.0
S0998,Aarav,Female,21,Civil,5.7,67.0,46.0,86.0,47.0
S0999,Puja,Female,18,ME,3.0,68.0,74.0,75.0,62.0
S1000,Tanya,Female,22,Civil,6.8,93.0,59.0,61.0,67.0
